ID,Var1,WorkStatus,Score,Divorce,Widowed,Education,Residence_Region,babies,preteen,teens,income,Engagement_Religion,Var2,TVhours,Gender,Unemployed10,Happy
10010596,D,working fulltime,57,NA,NA,12,south atlantic,0,1,2,NA,never,2,8,0,0,Pretty Happy
10010597,D,retired,NA,no,no,NA,south atlantic,0,0,0,NA,never,1,NA,1,NA,Pretty Happy
10010601,D,"unempl, laid off",20,NA,no,12,south atlantic,0,0,0,lt $1000,never,1,NA,1,NA,Very Happy
10010602,D,other,NA,NA,no,14,south atlantic,0,0,1,$8000 to 9999,never,1,5,1,NA,Pretty Happy
10010603,D,working fulltime,22,NA,NA,12,south atlantic,0,0,0,NA,never,2,3,1,0,Pretty Happy
10010605,D,retired,NA,NA,NA,12,south atlantic,0,0,0,$7000 to 7999,more thn once wk,1,NA,1,0,Pretty Happy
10010607,D,working fulltime,51,no,no,16,middle atlantic,1,1,0,$25000 or more,once a year,1,1,0,NA,Pretty Happy
10010610,D,working fulltime,51,no,no,16,south atlantic,0,0,0,$25000 or more,never,3,NA,0,0,Pretty Happy
10010614,D,working fulltime,40,NA,NA,14,south atlantic,0,0,0,$25000 or more,once a year,2,4,0,1,Not Happy
10010615,D,retired,47,yes,no,9,south atlantic,0,0,0,$25000 or more,every week,3,2,0,NA,Pretty Happy
10010616,D,retired,34,no,no,16,pacific,0,0,0,$25000 or more,never,2,5,0,0,Pretty Happy
10010617,D,working fulltime,49,yes,no,14,south atlantic,0,1,0,$25000 or more,sevrl times a yr,3,NA,0,0,Pretty Happy
10010621,D,keeping house,NA,no,NA,13,foreign,0,0,0,NA,never,2,3,1,1,Very Happy
10010622,D,working fulltime,35,NA,NA,9,pacific,1,0,0,$15000 - 19999,sevrl times a yr,1,5,1,NA,Very Happy
10010625,D,working fulltime,49,no,no,16,e. nor. central,0,0,0,NA,never,2,3,1,0,Very Happy
10010626,D,working fulltime,52,yes,NA,13,w. sou. central,0,0,0,$25000 or more,never,1,2,1,NA,Very Happy
10010627,D,working fulltime,25,NA,NA,20,new england,0,0,0,$20000 - 24999,once a month,2,0,1,0,Very Happy
10010628,D,working fulltime,28,NA,NA,14,middle atlantic,0,0,0,$10000 - 14999,once a year,1,NA,1,1,Pretty Happy
10010629,D,working fulltime,69,no,no,16,foreign,0,0,0,$25000 or more,once a month,3,NA,1,1,Very Happy
10010630,D,"unempl, laid off",49,yes,no,16,e. sou. central,1,0,1,$25000 or more,sevrl times a yr,2,2,0,1,Pretty Happy
10010631,D,working fulltime,56,NA,NA,13,pacific,0,0,0,$25000 or more,never,1,NA,1,0,Pretty Happy
10010632,D,working fulltime,51,NA,NA,13,pacific,2,0,0,$25000 or more,nrly every week,1,NA,0,0,Pretty Happy
10010638,D,working fulltime,47,no,NA,14,foreign,0,1,0,$15000 - 19999,every week,1,2,0,NA,Very Happy
10010640,D,working parttime,46,yes,NA,12,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,2,3,1,0,Pretty Happy
10010641,NA,working fulltime,51,no,no,14,middle atlantic,0,1,1,$25000 or more,once a year,2,0,1,NA,Pretty Happy
10010643,D,working fulltime,59,no,NA,16,mountain,0,0,0,$25000 or more,sevrl times a yr,1,1,1,NA,Pretty Happy
10010644,D,working fulltime,51,no,no,18,middle atlantic,0,1,0,$25000 or more,once a year,1,3,0,NA,Pretty Happy
10010645,D,working fulltime,49,no,NA,16,mountain,1,2,0,$25000 or more,2-3x a month,1,NA,0,NA,Pretty Happy
10010646,D,other,34,yes,no,12,south atlantic,0,0,0,$25000 or more,never,1,1,0,NA,Pretty Happy
10010648,D,working fulltime,40,NA,NA,10,pacific,0,0,0,$25000 or more,once a year,2,2,0,1,Pretty Happy
10010649,D,working fulltime,59,NA,NA,12,mountain,0,0,0,$25000 or more,once a year,2,0,1,0,Pretty Happy
10010650,D,working fulltime,64,NA,NA,17,mountain,0,0,0,$25000 or more,every week,2,1,0,1,Pretty Happy
10010653,D,school,NA,NA,NA,13,w. nor. central,0,0,0,$1000 to 2999,once a year,1,NA,1,0,Pretty Happy
10010656,D,school,NA,NA,no,15,foreign,0,0,0,lt $1000,never,3,1,1,NA,Pretty Happy
10010657,D,working fulltime,65,NA,NA,12,e. nor. central,0,0,0,$25000 or more,once a year,1,3,1,NA,Pretty Happy
10010658,D,"unempl, laid off",NA,NA,NA,16,e. nor. central,0,0,0,$25000 or more,every week,1,4,1,NA,Pretty Happy
10010659,D,"unempl, laid off",44,NA,NA,18,south atlantic,0,0,0,$25000 or more,nrly every week,2,3,0,NA,Not Happy
10010661,D,school,NA,NA,NA,12,foreign,0,0,0,$10000 - 14999,NA,1,NA,0,0,Pretty Happy
10010662,D,working parttime,39,NA,NA,15,w. nor. central,0,0,0,$4000 to 4999,sevrl times a yr,1,1,0,NA,Pretty Happy
10010664,D,working fulltime,58,NA,NA,16,w. nor. central,0,0,0,$25000 or more,lt once a year,1,3,1,NA,Pretty Happy
10010666,D,working parttime,74,NA,NA,13,w. nor. central,0,0,0,$1000 to 2999,once a year,1,NA,1,0,Pretty Happy
10010669,D,working parttime,35,NA,NA,12,w. nor. central,0,0,0,NA,lt once a year,2,1,1,1,Pretty Happy
10010671,D,working fulltime,51,no,no,20,mountain,0,0,0,$25000 or more,sevrl times a yr,2,2,0,1,Not Happy
10010672,D,working fulltime,55,NA,NA,16,e. nor. central,0,0,0,$5000 to 5999,more thn once wk,1,NA,1,0,Very Happy
10010673,D,working fulltime,30,NA,NA,15,w. nor. central,0,0,0,$25000 or more,once a year,1,0,0,NA,Very Happy
10010677,D,working parttime,51,no,no,14,w. nor. central,0,0,0,$25000 or more,more thn once wk,3,3,1,NA,Not Happy
10010678,D,working fulltime,74,no,no,16,e. nor. central,0,1,1,$25000 or more,NA,2,2,0,0,Pretty Happy
10010679,D,working fulltime,39,no,no,17,w. nor. central,0,0,0,$25000 or more,never,2,5,1,0,Pretty Happy
10010682,D,working fulltime,44,NA,NA,16,e. nor. central,0,0,0,NA,sevrl times a yr,2,2,0,0,Pretty Happy
10010685,D,retired,33,no,NA,12,e. nor. central,0,0,0,lt $1000,more thn once wk,2,0,0,0,Not Happy
10010686,D,working fulltime,31,NA,NA,13,w. nor. central,1,0,0,$5000 to 5999,sevrl times a yr,1,2,1,NA,Very Happy
10010687,D,keeping house,NA,NA,NA,12,w. nor. central,2,1,0,lt $1000,lt once a year,2,2,1,0,Pretty Happy
10010689,D,working fulltime,66,NA,NA,10,w. nor. central,2,1,0,$20000 - 24999,sevrl times a yr,1,4,1,NA,Not Happy
10010690,D,working fulltime,42,NA,NA,11,w. nor. central,1,1,0,$10000 - 14999,never,2,1,1,0,Not Happy
10010691,D,temp not working,42,no,NA,12,w. sou. central,0,0,0,$20000 - 24999,every week,1,4,1,NA,Pretty Happy
10010695,D,other,NA,NA,NA,11,w. nor. central,0,0,0,NA,lt once a year,1,4,1,NA,Pretty Happy
10010697,D,working fulltime,41,yes,no,16,w. nor. central,0,5,2,$25000 or more,2-3x a month,2,2,0,0,Pretty Happy
10010699,D,keeping house,NA,no,NA,12,w. nor. central,0,0,0,$25000 or more,more thn once wk,2,2,1,0,Very Happy
10010700,D,working fulltime,64,NA,no,20,e. nor. central,0,0,0,$25000 or more,every week,2,2,1,0,Pretty Happy
10010703,D,keeping house,64,no,no,18,south atlantic,0,1,0,$25000 or more,nrly every week,1,1,1,NA,Very Happy
10010704,D,keeping house,44,no,no,NA,e. nor. central,0,0,0,$25000 or more,once a year,3,3,1,NA,Very Happy
10010705,D,working parttime,64,no,no,14,middle atlantic,0,0,0,$25000 or more,once a year,1,NA,0,0,Very Happy
10010707,D,retired,47,no,no,14,e. nor. central,0,0,0,$25000 or more,every week,2,5,0,0,Very Happy
10010709,D,working fulltime,51,NA,no,16,new england,0,0,0,$25000 or more,never,1,2,1,NA,Pretty Happy
10010710,D,working fulltime,51,NA,yes,15,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,0,1,NA,Pretty Happy
10010711,D,working parttime,51,no,no,18,new england,0,1,0,$25000 or more,nrly every week,3,NA,0,0,Very Happy
10010712,D,working fulltime,51,yes,no,15,e. sou. central,0,0,1,$25000 or more,2-3x a month,2,2,0,0,Pretty Happy
10010713,D,working fulltime,30,no,no,12,south atlantic,1,1,0,$25000 or more,sevrl times a yr,3,NA,0,1,Very Happy
10010714,D,working fulltime,64,no,no,16,south atlantic,3,0,0,$25000 or more,sevrl times a yr,3,3,1,NA,Pretty Happy
10010715,D,working fulltime,40,no,no,12,south atlantic,0,0,0,$25000 or more,once a year,1,2,1,NA,Pretty Happy
10010716,D,working fulltime,31,no,no,14,foreign,1,0,0,$20000 - 24999,sevrl times a yr,1,NA,1,1,Very Happy
10010717,D,keeping house,55,no,no,12,pacific,0,0,0,NA,once a year,1,NA,1,0,Very Happy
10010718,NA,working fulltime,51,NA,NA,16,south atlantic,0,0,0,$25000 or more,once a year,2,2,0,0,Pretty Happy
10010720,D,working fulltime,36,NA,NA,12,e. nor. central,0,0,0,NA,lt once a year,2,2,1,NA,Pretty Happy
10010721,D,working fulltime,50,NA,no,12,south atlantic,0,0,2,$25000 or more,lt once a year,2,2,0,0,Pretty Happy
10010723,D,working fulltime,51,NA,NA,18,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,2,0,NA,Pretty Happy
10010724,D,working fulltime,28,no,no,16,foreign,0,0,0,$25000 or more,once a year,1,2,1,NA,Pretty Happy
10010726,D,working fulltime,43,no,no,17,foreign,1,1,0,$25000 or more,more thn once wk,1,NA,1,0,Very Happy
10010731,D,other,42,NA,no,7,south atlantic,0,0,0,$5000 to 5999,never,1,NA,1,NA,Not Happy
10010732,D,retired,36,no,NA,14,middle atlantic,0,0,0,$10000 - 14999,2-3x a month,2,3,1,0,Pretty Happy
10010733,D,retired,30,yes,no,13,e. nor. central,0,0,0,$15000 - 19999,lt once a year,3,4,0,NA,Not Happy
10010734,D,temp not working,44,no,no,12,e. nor. central,0,0,0,NA,sevrl times a yr,2,NA,1,0,Very Happy
10010735,D,working fulltime,40,NA,no,12,south atlantic,0,2,0,$25000 or more,every week,1,3,0,NA,Not Happy
10010739,D,retired,24,NA,no,2,south atlantic,0,0,0,$10000 - 14999,never,2,2,0,0,Pretty Happy
10010740,D,working fulltime,32,no,NA,8,south atlantic,0,0,0,$20000 - 24999,nrly every week,1,2,1,NA,Pretty Happy
10010743,D,working fulltime,35,NA,no,14,e. sou. central,NA,NA,NA,$25000 or more,2-3x a month,2,2,0,1,Pretty Happy
10010744,D,working parttime,46,NA,no,14,south atlantic,0,0,0,$25000 or more,2-3x a month,3,6,1,NA,Very Happy
10010745,D,retired,40,no,NA,6,south atlantic,0,0,0,$15000 - 19999,more thn once wk,3,3,0,NA,Pretty Happy
10010746,D,working fulltime,38,NA,no,NA,south atlantic,0,0,0,$25000 or more,sevrl times a yr,2,2,1,1,Very Happy
10010747,D,keeping house,36,no,no,12,e. nor. central,0,1,1,$25000 or more,nrly every week,2,5,1,0,Very Happy
10010748,D,working fulltime,29,yes,no,12,e. sou. central,0,0,0,$25000 or more,2-3x a month,1,21,1,NA,Pretty Happy
10010759,D,working fulltime,72,NA,NA,20,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,NA,0,0,Very Happy
10010760,D,working parttime,31,no,no,17,south atlantic,0,0,0,$25000 or more,every week,3,NA,1,0,Very Happy
10010761,D,working fulltime,40,no,no,14,w. sou. central,0,2,0,$25000 or more,lt once a year,2,2,0,0,Very Happy
10010763,D,working fulltime,35,NA,no,12,south atlantic,0,1,1,$25000 or more,once a month,3,12,0,NA,Pretty Happy
10010765,D,working fulltime,69,NA,no,12,e. sou. central,0,0,0,$25000 or more,2-3x a month,3,1,1,NA,Pretty Happy
10010768,D,working parttime,36,yes,no,11,south atlantic,0,0,0,$25000 or more,2-3x a month,3,6,1,NA,Very Happy
10010769,D,retired,61,no,no,15,south atlantic,0,0,0,NA,sevrl times a yr,2,NA,0,NA,Very Happy
10010770,D,working fulltime,56,NA,NA,13,south atlantic,0,0,0,$25000 or more,never,2,2,1,0,Very Happy
10010772,D,retired,23,no,no,10,south atlantic,0,0,0,$25000 or more,nrly every week,2,NA,0,0,Very Happy
10010773,D,retired,75,no,NA,16,foreign,0,0,0,$8000 to 9999,never,2,3,1,0,Pretty Happy
10010777,D,retired,24,NA,NA,10,south atlantic,0,0,0,$10000 - 14999,never,1,NA,0,0,Pretty Happy
10010778,D,retired,46,no,NA,12,south atlantic,0,0,0,$7000 to 7999,NA,1,NA,1,0,Pretty Happy
10010779,D,retired,43,no,no,NA,new england,0,0,0,$20000 - 24999,once a month,2,6,1,0,Very Happy
10010780,D,working fulltime,74,no,no,16,new england,1,0,0,$25000 or more,every week,2,0,1,1,Pretty Happy
10010781,D,retired,69,no,NA,16,new england,0,0,0,NA,sevrl times a yr,3,3,0,NA,Pretty Happy
10010783,D,working fulltime,51,yes,no,NA,new england,0,1,1,$25000 or more,once a year,1,4,0,NA,Very Happy
10010785,D,working parttime,39,no,NA,14,new england,0,0,0,NA,every week,1,NA,1,0,Very Happy
10010787,D,working fulltime,61,NA,NA,16,new england,0,0,0,$25000 or more,lt once a year,1,2,0,NA,Pretty Happy
10010789,D,working fulltime,61,NA,no,19,middle atlantic,0,0,0,$25000 or more,once a year,2,1,0,0,Pretty Happy
10010791,D,retired,47,no,no,12,new england,0,0,0,$25000 or more,never,1,NA,1,0,Pretty Happy
10010796,D,school,52,NA,NA,16,middle atlantic,0,0,0,$10000 - 14999,never,1,1,1,NA,Pretty Happy
10010797,D,working fulltime,66,no,no,16,new england,0,0,0,$25000 or more,every week,1,2,0,NA,Very Happy
10010798,D,working fulltime,32,NA,no,18,new england,0,2,1,$25000 or more,every week,2,2,1,0,Pretty Happy
10010799,D,retired,33,NA,NA,11,new england,0,0,0,$15000 - 19999,lt once a year,1,2,1,NA,Very Happy
10010803,D,working fulltime,51,no,no,12,new england,0,0,0,$25000 or more,never,2,3,0,1,Very Happy
10010804,D,working fulltime,36,NA,NA,12,new england,0,0,0,$20000 - 24999,lt once a year,3,5,0,NA,Pretty Happy
10010806,D,working fulltime,34,no,no,13,new england,2,0,0,$25000 or more,lt once a year,2,3,0,1,Pretty Happy
10010807,D,working fulltime,39,no,no,11,new england,0,1,0,NA,lt once a year,1,NA,0,0,Not Happy
10010809,D,working fulltime,22,NA,NA,12,foreign,0,0,0,$25000 or more,lt once a year,2,4,1,1,Not Happy
10010811,D,working fulltime,33,NA,NA,16,south atlantic,0,1,0,$25000 or more,more thn once wk,1,NA,1,0,Very Happy
10010813,D,working fulltime,66,NA,no,18,south atlantic,0,0,0,$25000 or more,2-3x a month,1,3,0,NA,Very Happy
10010814,D,working fulltime,51,no,no,13,south atlantic,0,1,1,$25000 or more,2-3x a month,2,3,1,0,Pretty Happy
10010815,D,working fulltime,34,NA,no,12,south atlantic,0,0,0,$10000 - 14999,every week,2,3,1,0,Pretty Happy
10010816,D,working fulltime,69,NA,no,16,foreign,0,0,0,NA,never,1,NA,0,0,Pretty Happy
10010817,D,working fulltime,66,NA,NA,14,south atlantic,0,0,0,$25000 or more,more thn once wk,2,2,1,0,Very Happy
10010819,D,working fulltime,NA,NA,NA,17,middle atlantic,0,0,0,NA,once a month,1,2,1,NA,Very Happy
10010820,D,keeping house,42,NA,no,16,w. sou. central,0,0,0,$10000 - 14999,more thn once wk,1,NA,1,NA,Pretty Happy
10010821,D,working fulltime,42,no,no,12,south atlantic,0,1,0,$25000 or more,once a year,1,3,0,NA,Pretty Happy
10010828,D,working fulltime,42,yes,yes,12,south atlantic,0,0,0,$25000 or more,more thn once wk,1,5,0,NA,Very Happy
10010829,D,working fulltime,45,NA,NA,14,south atlantic,NA,NA,NA,NA,never,2,1,0,0,Pretty Happy
10010832,D,working fulltime,60,NA,NA,16,south atlantic,0,0,0,$25000 or more,never,1,2,1,NA,Pretty Happy
10010834,D,retired,66,NA,no,14,south atlantic,0,0,0,$10000 - 14999,more thn once wk,1,NA,1,1,Pretty Happy
10010835,D,retired,74,yes,no,16,south atlantic,0,0,0,$25000 or more,once a month,3,NA,0,0,Pretty Happy
10010838,D,working fulltime,61,NA,NA,17,south atlantic,0,0,0,$25000 or more,sevrl times a yr,1,NA,0,0,Very Happy
10010839,D,working fulltime,22,NA,no,13,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,4,0,NA,Pretty Happy
10010840,D,working fulltime,46,NA,NA,16,south atlantic,1,0,0,$25000 or more,once a month,1,NA,1,0,Pretty Happy
10010841,D,working fulltime,49,NA,no,16,south atlantic,0,0,1,$25000 or more,2-3x a month,2,1,1,1,Pretty Happy
10010842,D,retired,86,no,NA,20,south atlantic,0,0,0,$25000 or more,once a month,3,NA,0,0,Pretty Happy
10010845,D,"unempl, laid off",42,no,no,16,foreign,1,0,0,NA,more thn once wk,1,NA,1,1,Very Happy
10010846,D,working fulltime,22,NA,no,12,e. sou. central,1,1,1,$10000 - 14999,2-3x a month,1,NA,1,0,Very Happy
10010850,D,retired,57,yes,no,14,e. sou. central,0,0,0,$20000 - 24999,every week,2,2,1,0,Very Happy
10010852,D,retired,36,no,NA,4,e. sou. central,0,0,0,$7000 to 7999,sevrl times a yr,1,2,1,NA,Pretty Happy
10010853,D,working fulltime,39,no,NA,12,e. sou. central,0,0,0,$25000 or more,more thn once wk,2,1,0,1,Pretty Happy
10010854,D,working fulltime,66,no,NA,15,e. sou. central,1,1,0,$25000 or more,every week,2,NA,1,0,Very Happy
10010856,D,retired,NA,no,NA,8,e. sou. central,0,0,0,$7000 to 7999,more thn once wk,2,0,1,0,Not Happy
10010858,D,retired,NA,no,NA,9,e. sou. central,0,0,0,$6000 to 6999,NA,2,5,1,0,Pretty Happy
10010860,D,keeping house,28,NA,yes,8,e. sou. central,1,0,0,$8000 to 9999,lt once a year,1,NA,1,NA,Not Happy
10010861,D,keeping house,28,no,NA,10,e. sou. central,0,0,0,NA,NA,2,1,1,0,Pretty Happy
10010862,D,retired,30,no,NA,11,e. sou. central,0,0,0,$15000 - 19999,every week,3,NA,0,0,Pretty Happy
10010863,D,keeping house,59,no,no,12,e. sou. central,0,0,0,$25000 or more,every week,2,6,1,0,Very Happy
10010865,D,keeping house,NA,no,no,9,e. sou. central,0,0,0,NA,more thn once wk,3,1,1,NA,Very Happy
10010866,D,keeping house,NA,no,NA,12,e. sou. central,0,0,0,NA,nrly every week,3,3,1,NA,Not Happy
10010867,D,retired,42,no,NA,12,e. sou. central,1,0,1,$20000 - 24999,sevrl times a yr,2,4,0,0,Pretty Happy
10010868,D,working fulltime,29,NA,no,15,e. nor. central,0,0,0,$15000 - 19999,sevrl times a yr,1,NA,1,1,Very Happy
10010872,D,school,23,NA,NA,12,mountain,2,0,0,$25000 or more,once a year,2,2,1,0,Pretty Happy
10010873,D,working fulltime,24,no,NA,12,mountain,0,0,0,$25000 or more,once a year,3,1,0,NA,Pretty Happy
10010874,D,working fulltime,36,no,no,12,w. sou. central,0,0,0,$25000 or more,once a year,3,NA,1,0,Pretty Happy
10010875,D,working fulltime,47,NA,NA,12,pacific,0,0,0,$20000 - 24999,never,1,NA,1,1,Pretty Happy
10010880,D,working fulltime,51,NA,NA,16,pacific,0,0,0,$25000 or more,never,2,2,1,1,Pretty Happy
10010881,D,working fulltime,51,NA,no,12,mountain,0,0,0,$25000 or more,never,2,2,0,0,Very Happy
10010882,D,working parttime,19,NA,NA,11,mountain,0,0,2,$25000 or more,once a year,2,2,0,1,Pretty Happy
10010883,D,working fulltime,69,NA,NA,15,mountain,0,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Very Happy
10010886,D,working fulltime,66,NA,no,16,foreign,0,0,1,$25000 or more,never,1,NA,1,0,Very Happy
10010887,D,school,NA,NA,NA,13,mountain,0,5,1,$4000 to 4999,NA,2,0,1,0,Pretty Happy
10010889,D,keeping house,NA,NA,no,10,mountain,0,1,1,$4000 to 4999,sevrl times a yr,1,1,1,NA,Pretty Happy
10010890,D,school,57,NA,NA,16,middle atlantic,0,0,0,lt $1000,never,1,NA,1,0,Very Happy
10010893,D,retired,46,no,NA,17,w. sou. central,0,0,0,$25000 or more,every week,1,0,0,NA,Very Happy
10010894,D,working fulltime,49,no,no,12,w. nor. central,0,0,0,$25000 or more,every week,2,4,0,0,Very Happy
10010895,D,keeping house,28,no,no,12,mountain,1,0,0,$25000 or more,sevrl times a yr,1,NA,1,1,Very Happy
10010897,D,"unempl, laid off",52,NA,NA,16,mountain,0,0,0,$20000 - 24999,nrly every week,2,4,1,1,Very Happy
10010899,D,working parttime,21,no,no,12,w. nor. central,0,0,0,$25000 or more,lt once a year,3,NA,0,0,Very Happy
10010902,D,retired,46,no,no,16,middle atlantic,0,0,0,$25000 or more,every week,1,NA,1,0,Not Happy
10010904,D,working fulltime,42,NA,NA,16,mountain,0,0,0,$10000 - 14999,every week,1,NA,1,1,Very Happy
10010905,D,working fulltime,64,NA,NA,16,mountain,0,0,0,$25000 or more,never,1,0,1,NA,Pretty Happy
10010906,D,working fulltime,60,NA,NA,17,w. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,3,0,1,Pretty Happy
10010908,D,working fulltime,57,NA,NA,13,pacific,0,0,0,$25000 or more,once a month,3,1,1,NA,Pretty Happy
10010909,D,working fulltime,42,NA,NA,14,mountain,0,0,0,$25000 or more,once a year,2,4,0,0,Pretty Happy
10010910,D,other,21,NA,no,13,mountain,0,0,0,$7000 to 7999,never,3,7,0,NA,Not Happy
10010912,D,working fulltime,33,NA,NA,15,mountain,0,0,0,$20000 - 24999,sevrl times a yr,1,NA,0,0,Pretty Happy
10010914,D,working fulltime,28,no,no,12,mountain,1,0,0,$20000 - 24999,lt once a year,2,1,0,0,Very Happy
10010915,D,retired,28,no,NA,11,mountain,0,0,0,$6000 to 6999,never,1,6,1,NA,Pretty Happy
10010917,D,working fulltime,49,no,no,15,middle atlantic,0,0,1,$25000 or more,sevrl times a yr,2,1,1,1,Pretty Happy
10010918,D,temp not working,51,yes,no,14,new england,0,0,1,$25000 or more,once a year,1,1,1,NA,Pretty Happy
10010919,D,working fulltime,51,NA,no,14,w. nor. central,0,0,0,$25000 or more,every week,2,0,0,1,Pretty Happy
10010920,D,working parttime,66,NA,NA,16,new england,1,0,0,$25000 or more,lt once a year,1,NA,1,0,Very Happy
10010921,D,working parttime,26,NA,NA,13,new england,0,0,1,$25000 or more,once a month,1,0,1,NA,Pretty Happy
10010924,D,working fulltime,34,NA,NA,12,new england,0,0,0,$25000 or more,once a year,3,NA,0,0,Pretty Happy
10010925,D,working fulltime,47,yes,no,12,middle atlantic,0,0,0,$25000 or more,once a year,2,4,0,1,Pretty Happy
10010926,D,working fulltime,44,NA,NA,16,new england,0,0,0,$25000 or more,never,2,1,1,1,Very Happy
10010927,D,working fulltime,29,no,no,12,new england,0,0,0,$8000 to 9999,every week,1,4,1,NA,Pretty Happy
10010929,D,retired,30,no,no,7,new england,1,0,0,NA,sevrl times a yr,2,NA,0,NA,Not Happy
10010932,D,working parttime,60,no,no,14,new england,0,1,0,$25000 or more,never,3,1,1,NA,Not Happy
10010933,D,keeping house,31,no,no,12,new england,4,0,0,$25000 or more,every week,2,0,1,0,Pretty Happy
10010934,D,working fulltime,22,no,no,12,new england,0,0,0,$25000 or more,every week,1,NA,0,1,Very Happy
10010937,D,retired,74,no,NA,20,middle atlantic,0,0,0,$25000 or more,never,1,NA,0,0,Very Happy
10010938,D,retired,58,no,NA,13,middle atlantic,0,0,0,NA,once a month,1,2,1,NA,Pretty Happy
10010939,D,retired,60,no,no,14,south atlantic,0,0,0,$25000 or more,sevrl times a yr,2,7,0,0,Pretty Happy
10010941,D,keeping house,28,NA,no,NA,middle atlantic,1,0,0,$20000 - 24999,lt once a year,1,4,1,NA,Pretty Happy
