ID,Alcohol_Consumption
10006857,Occassional
10006859,Once a month
10006860,Never
10006861,2 - 3 times a month
10006862,Once a week
10006864,Occassional
10006867,Once a week
10006868,Never
10006869,Multiple times in a week
10006870,Never
10006871,Never
10006872,Once a week
10006875,Multiple times in a week
10006877,Occassional
10006878,Once a week
10006880,Occassional
10006881,Multiple times in a week
10006882,Multiple times in a week
10006883,2 - 3 times a month
10006884,Occassional
10006885,Never
10006886,Rarely
10006887,Rarely
10006888,2 - 3 times a month
10006892,Rarely
10006893,Once a week
10006894,
10006895,Never
10006898,Occassional
10006900,Once a week
10006902,Occassional
10006905,Rarely
10006906,Never
10006907,2 - 3 times a month
10006908,Multiple times in a week
10006909,2 - 3 times a month
10006910,Once a month
10006911,Rarely
10006912,2 - 3 times a month
10006913,Occassional
10006915,
10006916,Never
10006917,Once a month
10006918,Never
10006919,Once a week
10006920,Occassional
10006923,Occassional
10006926,2 - 3 times a month
10006927,Rarely
10006931,Never
10006935,Rarely
10006937,Occassional
10006938,Rarely
10006940,2 - 3 times a month
10006941,Never
10006942,Once a month
10006946,
10006947,Never
10006948,Never
10006950,Once a week
10006952,Once a month
10006953,Occassional
10006954,2 - 3 times a month
10006955,Multiple times in a week
10006958,Rarely
10006961,Never
10006962,Once a week
10006965,Rarely
10006966,2 - 3 times a month
10006967,2 - 3 times a month
10006968,Never
10006970,Once a month
10006973,Once a week
10006979,Once a week
10006981,Never
10006982,Once a week
10006984,Once a month
10006985,Once a week
10006987,Once a week
10006988,Once a week
10006989,
10006990,Once a month
10006991,Occassional
10006993,Once a week
10006995,2 - 3 times a month
10006996,Never
10006997,Multiple times in a week
10006998,Rarely
10007000,Once a month
10007002,
10007004,Once a week
10007007,Once a month
10007010,Rarely
10007011,Once a month
10007012,
10007016,Once a week
10007020,Never
10007021,Once a month
10007023,Once a month
10007024,Occassional
10007025,2 - 3 times a month
10007026,Once a month
10007028,Once a week
10007031,Once a month
10007032,Once a month
10007033,Rarely
10007036,Never
10007037,Never
10007038,Once a month
10007040,Once a month
10007042,Once a month
10007043,Multiple times in a week
10007044,2 - 3 times a month
10007046,Once a month
10007051,Occassional
10007052,Occassional
10007057,2 - 3 times a month
10007059,Occassional
10007060,Never
10007061,Never
10007063,Rarely
10007065,Rarely
10007067,Once a month
10007068,
10007070,Never
10007071,Occassional
10007072,Multiple times in a week
10007073,
10007075,Occassional
10007076,2 - 3 times a month
10007078,Rarely
10007079,Once a week
10007080,Rarely
10007081,Occassional
10007082,Once a week
10007083,Occassional
10007084,Never
10007085,Once a week
10007087,Once a month
10007089,Rarely
10007091,2 - 3 times a month
10007093,Once a month
10007094,Occassional
10007095,Occassional
10007097,Occassional
10007099,Once a month
10007100,Once a month
10007101,2 - 3 times a month
10007102,Rarely
10007103,2 - 3 times a month
10007105,Once a month
10007106,Rarely
10007107,
10007108,Never
10007109,Rarely
10007110,Never
10007112,Once a week
10007113,Rarely
10007114,Once a week
10007115,Once a week
10007119,Once a month
10007121,Occassional
10007122,Once a week
10007123,2 - 3 times a month
10007124,2 - 3 times a month
10007125,2 - 3 times a month
10007126,Occassional
10007128,Never
10007129,Once a week
10007132,
10007133,Once a week
10007134,Once a month
10007135,Rarely
10007137,Once a week
10007139,Once a week
10007140,
10007141,Once a month
10007142,Rarely
10007143,Never
10007144,Never
10007145,Once a month
10007147,Never
10007149,Never
10007150,Rarely
10007151,Never
10007152,Once a month
10007153,Occassional
10007154,Once a week
10007156,Occassional
10007157,Once a month
10007163,Never
10007164,
10007166,
10007169,Multiple times in a week
10007170,Rarely
10007173,Once a week
10007174,Never
10007175,2 - 3 times a month
10007178,Multiple times in a week
10007179,Never
10007180,Rarely
10007181,Rarely
10007182,Multiple times in a week
10007192,2 - 3 times a month
10007194,Once a month
10007195,2 - 3 times a month
10007197,Rarely
10007198,Once a month
10007199,Once a week
10007201,Once a week
10007203,Once a month
10007204,2 - 3 times a month
10007205,Occassional
10007207,2 - 3 times a month
10007208,Once a week
10007210,Never
10007212,Multiple times in a week
10007213,Once a month
10007214,Once a week
10007215,Rarely
10007216,Once a month
10007217,
10007218,Once a week
10007220,Never
10007223,Rarely
10007225,Occassional
10007228,Once a month
10007229,Once a month
10007230,
10007231,Once a week
10007232,Multiple times in a week
10007233,Once a week
10007234,Occassional
10007235,Once a week
10007237,Rarely
10007238,Once a week
10007239,Once a week
10007241,2 - 3 times a month
10007242,Once a month
10007245,Once a week
10007246,Once a month
10007247,Never
10007248,2 - 3 times a month
10007250,Occassional
10007251,2 - 3 times a month
10007252,2 - 3 times a month
10007260,Once a month
10007261,Once a week
10007262,Never
10007263,Never
10007264,2 - 3 times a month
10007265,2 - 3 times a month
10007266,2 - 3 times a month
10007268,Once a week
10007269,Rarely
10007270,2 - 3 times a month
10007272,Occassional
10007273,Once a week
10007274,Occassional
10007275,Multiple times in a week
10007276,Rarely
10007277,Once a week
10007278,Occassional
10007279,Never
10007280,Occassional
10007281,2 - 3 times a month
10007283,Occassional
10007284,
10007285,
10007286,Occassional
10007288,
10007289,Never
10007290,Multiple times in a week
10007291,Multiple times in a week
10007292,Occassional
10007297,Once a month
10007299,Once a week
10007302,Once a month
10007305,Once a week
10007307,Once a month
10007308,Rarely
10007310,Once a month
10007311,Rarely
10007312,2 - 3 times a month
10007314,Once a month
10007316,Once a month
10007318,Occassional
10007322,Occassional
10007325,Once a week
10007326,Occassional
10007328,Once a week
10007330,Once a week
10007331,Occassional
10007333,2 - 3 times a month
10007335,Once a month
10007336,Never
10007338,Rarely
10007342,2 - 3 times a month
10007343,Once a month
10007344,Occassional
10007345,Rarely
10007348,Occassional
10007349,2 - 3 times a month
10007350,Rarely
10007351,2 - 3 times a month
10007352,Never
10007353,Rarely
10007354,Once a week
10007356,Occassional
10007357,2 - 3 times a month
10007359,Never
10007361,Occassional
10007365,Once a week
10007366,Never
10007367,Once a month
10007368,Once a month
10007370,2 - 3 times a month
10007371,Never
10007372,Once a month
10007373,2 - 3 times a month
10007378,Once a week
10007379,Once a month
10007380,2 - 3 times a month
10007381,Once a month
10007387,Rarely
10007388,Never
10007390,Occassional
10007392,Rarely
10007393,Occassional
10007394,Multiple times in a week
10007396,2 - 3 times a month
10007399,Occassional
10007401,Never
10007402,Never
10007407,2 - 3 times a month
10007411,Occassional
10007413,Once a week
10007414,2 - 3 times a month
10007417,Rarely
10007420,Once a month
10007422,Rarely
10007426,Occassional
10007427,Rarely
10007428,Rarely
10007430,Once a month
10007432,Never
10007433,Occassional
10007436,Once a week
10007437,Once a week
10007438,Multiple times in a week
10007439,Never
10007441,Occassional
10007444,Rarely
10007446,Multiple times in a week
10007447,Once a week
10007448,Occassional
10007449,Rarely
10007450,Multiple times in a week
10007451,Once a week
10007452,Rarely
10007453,Once a week
10007455,Once a month
10007456,2 - 3 times a month
10007457,Once a week
10007458,Occassional
10007459,Never
10007460,Once a week
10007461,
10007466,Once a week
10007468,Multiple times in a week
10007469,Once a week
10007473,2 - 3 times a month
10007474,Rarely
10007478,2 - 3 times a month
10007479,Never
10007481,Once a month
10007482,Never
10007484,Once a month
10007485,2 - 3 times a month
10007486,Never
10007487,Occassional
10007490,Once a month
10007491,2 - 3 times a month
10007493,Once a week
10007494,2 - 3 times a month
10007495,Occassional
10007496,Once a month
10007498,Once a week
10007499,Occassional
10007500,Once a week
10007501,Once a week
10007504,Once a week
10007507,Once a month
10007509,Occassional
10007510,Never
10007513,Occassional
10007516,2 - 3 times a month
10007520,Multiple times in a week
10007521,Never
10007523,Never
10007525,Once a week
10007526,Never
10007527,
10007528,Rarely
10007529,Rarely
10007532,2 - 3 times a month
10007533,Rarely
10007538,Rarely
10007539,2 - 3 times a month
10007540,Once a week
10007541,Occassional
10007542,Once a month
10007543,Once a month
10007544,Once a week
10007545,Once a week
10007546,
10007547,Occassional
10007548,Rarely
10007551,Never
10007552,2 - 3 times a month
10007553,Never
10007555,2 - 3 times a month
10007557,Occassional
10007558,Multiple times in a week
10007559,Rarely
10007562,Occassional
10007566,Once a week
10007571,Once a week
10007572,Multiple times in a week
10007574,Occassional
10007575,Occassional
10007577,Never
10007581,Occassional
10007582,Once a week
10007583,Once a week
10007584,Rarely
10007585,
10007587,Once a week
10007589,2 - 3 times a month
10007590,2 - 3 times a month
10007591,Multiple times in a week
10007592,Occassional
10007596,2 - 3 times a month
10007597,
10007599,2 - 3 times a month
10007600,2 - 3 times a month
10007601,2 - 3 times a month
10007602,Multiple times in a week
10007604,Never
10007606,Once a week
10007607,Once a month
10007612,Rarely
10007613,Once a week
10007614,Occassional
10007615,Never
10007616,Never
10007618,Occassional
10007619,2 - 3 times a month
10007621,Occassional
10007622,Once a month
10007623,Once a week
10007624,Rarely
10007625,Once a month
10007626,Once a month
10007628,2 - 3 times a month
10007629,Once a week
10007630,Once a month
10007631,Occassional
10007632,2 - 3 times a month
10007634,Once a month
10007635,Never
10007636,
10007639,2 - 3 times a month
10007640,Once a week
10007642,Occassional
10007643,Once a month
10007644,2 - 3 times a month
10007646,Rarely
10007647,Occassional
10007649,
10007650,Never
10007651,Never
10007652,Occassional
10007653,Once a week
10007654,Multiple times in a week
10007657,Rarely
10007658,Occassional
10007660,Never
10007662,Once a week
10007663,Rarely
10007664,Multiple times in a week
10007665,2 - 3 times a month
10007667,Rarely
10007669,Never
10007670,Rarely
10007672,Occassional
10007674,Once a month
10007675,Once a month
10007676,Never
10007677,Never
10007679,
10007680,Once a month
10007681,Once a month
10007683,2 - 3 times a month
10007685,Never
10007688,Rarely
10007689,Once a month
10007690,Once a week
10007693,Occassional
10007694,Multiple times in a week
10007696,Never
10007697,2 - 3 times a month
10007699,Once a week
10007701,Occassional
10007702,Occassional
10007705,Once a month
10007706,Once a week
10007708,2 - 3 times a month
10007709,Once a week
10007710,Once a week
10007713,Multiple times in a week
10007714,Never
10007715,2 - 3 times a month
10007717,Occassional
10007718,Once a month
10007720,2 - 3 times a month
10007723,
10007724,Never
10007725,2 - 3 times a month
10007726,
10007727,Multiple times in a week
10007730,Once a month
10007731,Once a month
10007732,Multiple times in a week
10007733,Occassional
10007734,Multiple times in a week
10007736,
10007737,Once a week
10007738,Never
10007739,Once a month
10007740,Occassional
10007741,Rarely
10007742,Rarely
10007746,Rarely
10007747,Rarely
10007748,Occassional
10007750,Never
10007752,Occassional
10007754,Rarely
10007755,Never
10007756,2 - 3 times a month
10007758,Never
10007760,Never
10007761,2 - 3 times a month
10007762,Occassional
10007765,Occassional
10007766,2 - 3 times a month
10007768,Rarely
10007769,2 - 3 times a month
10007770,Once a month
10007774,Occassional
10007776,Once a week
10007777,Rarely
10007779,Rarely
10007780,Rarely
10007781,Multiple times in a week
10007782,Once a month
10007784,Once a month
10007790,Never
10007792,Multiple times in a week
10007794,2 - 3 times a month
10007795,2 - 3 times a month
10007797,Occassional
10007798,Never
10007799,Once a month
